arpu_6,arpu_7,arpu_8,onnet_mou_6,onnet_mou_7,onnet_mou_8,offnet_mou_6,offnet_mou_7,offnet_mou_8,roam_ic_mou_6,roam_ic_mou_7,roam_ic_mou_8,roam_og_mou_6,roam_og_mou_7,roam_og_mou_8,loc_og_t2t_mou_6,loc_og_t2t_mou_7,loc_og_t2t_mou_8,loc_og_t2m_mou_6,loc_og_t2m_mou_7,loc_og_t2m_mou_8,loc_og_t2f_mou_6,loc_og_t2f_mou_7,loc_og_t2f_mou_8,loc_og_t2c_mou_6,loc_og_t2c_mou_7,loc_og_t2c_mou_8,loc_og_mou_6,loc_og_mou_7,loc_og_mou_8,std_og_t2t_mou_6,std_og_t2t_mou_7,std_og_t2t_mou_8,std_og_t2m_mou_6,std_og_t2m_mou_7,std_og_t2m_mou_8,std_og_t2f_mou_6,std_og_t2f_mou_7,std_og_t2f_mou_8,std_og_mou_6,std_og_mou_7,std_og_mou_8,isd_og_mou_6,isd_og_mou_7,isd_og_mou_8,spl_og_mou_6,spl_og_mou_7,spl_og_mou_8,og_others_6,og_others_7,og_others_8,total_og_mou_6,total_og_mou_7,total_og_mou_8,loc_ic_t2t_mou_6,loc_ic_t2t_mou_7,loc_ic_t2t_mou_8,loc_ic_t2m_mou_6,loc_ic_t2m_mou_7,loc_ic_t2m_mou_8,loc_ic_t2f_mou_6,loc_ic_t2f_mou_7,loc_ic_t2f_mou_8,loc_ic_mou_6,loc_ic_mou_7,loc_ic_mou_8,std_ic_t2t_mou_6,std_ic_t2t_mou_7,std_ic_t2t_mou_8,std_ic_t2m_mou_6,std_ic_t2m_mou_7,std_ic_t2m_mou_8,std_ic_t2f_mou_6,std_ic_t2f_mou_7,std_ic_t2f_mou_8,std_ic_mou_6,std_ic_mou_7,std_ic_mou_8,total_ic_mou_6,total_ic_mou_7,total_ic_mou_8,spl_ic_mou_6,spl_ic_mou_7,spl_ic_mou_8,isd_ic_mou_6,isd_ic_mou_7,isd_ic_mou_8,ic_others_6,ic_others_7,ic_others_8,last_day_rch_amt_6,last_day_rch_amt_7,last_day_rch_amt_8,night_pck_user_6,night_pck_user_7,night_pck_user_8,monthly_2g_6,monthly_2g_7,monthly_2g_8,monthly_3g_6,monthly_3g_7,monthly_3g_8,fb_user_6,fb_user_7,fb_user_8,aon,aug_vbc_3g,jul_vbc_3g,jun_vbc_3g,average_recharge_amount,churn,total_amount_spent_8,total_data_mb_6,total_data_mb_7,total_data_mb_8,total_recharge_count_6,total_recharge_count_7,total_recharge_count_8,total_arpu_data_6,total_arpu_data_7,total_arpu_data_8,total_sachet_data_6,total_sachet_data_7,total_sachet_data_8
546.725,805.013,568.149,753.83,1120.13,950.39,46.29,72.94,39.39,0.0,0.0,0.0,0.0,0.0,0.0,54.56,53.26,97.33,35.66,35.28,31.34,7.21,8.14,5.71,0.0,0.0,0.0,97.44,96.69,134.39,699.26,1066.86,853.06,3.41,29.51,2.33,0.0,0.0,0.0,702.68,1096.38,855.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800.13,1193.08,989.79,93.93,37.89,57.31,13.59,19.44,27.19,21.68,8.94,12.96,129.21,66.29,97.48,44.86,11.86,13.43,7.66,22.96,23.09,0.0,0.0,0.0,52.53,34.83,36.53,182.29,101.13,134.29,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,50,65,61,-1,-1,-1,0,0,0,0,0,0,-1,-1,-1,842,0.0,0.0,0.0,806.5,0,586.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
404.856,430.333,406.01300000000003,137.44,66.19,41.61,289.43,447.28,363.41,0.0,0.0,0.0,0.0,0.0,0.0,5.59,4.21,8.34,17.48,29.76,16.94,0.0,0.0,0.0,5.41,0.0,0.0,23.08,33.98,25.29,131.84,61.98,33.26,261.46,417.51,346.46,0.0,0.0,0.0,393.31,479.49,379.73,0.0,0.0,0.0,13.11,13.18,11.81,1.58,0.0,0.0,431.09,526.66,416.84,5.09,8.39,12.88,21.81,14.96,0.21,0.0,0.0,0.0,26.91,23.36,13.09,2.15,8.99,3.98,38.18,7.28,9.09,0.0,0.0,0.0,40.33,16.28,13.08,67.46,39.64,26.18,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,20,10,0,-1,0,0,0,0,0,0,0,1,-1,0,371,0.0,0.0,102.34,501.5,0,483.0,122.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1
427.005,622.124,761.227,441.61,689.81,769.69,417.81,634.39,571.28,5.24,0.0,0.0,89.49,0.0,0.0,3.13,46.66,18.24,10.94,49.18,78.09,0.0,0.0,0.6,4.21,0.0,0.05,14.08,95.84,96.94,417.11,643.14,751.44,336.44,585.21,486.94,0.0,0.0,0.0,753.56,1228.36,1238.39,0.0,0.0,0.0,29.29,26.81,28.81,0.0,0.0,0.0,796.94,1351.03,1364.16,0.0,5.83,31.99,16.68,87.73,131.28,0.0,0.0,0.78,16.68,93.56,164.06,0.91,3.83,28.01,7.58,58.79,36.31,0.0,0.0,0.0,8.49,62.63,64.33,25.18,156.19,228.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110,128,130,-1,-1,0,0,0,0,0,0,0,-1,-1,1,213,0.0,0.0,0.0,645.0,0,1490.0,0.0,0.0,624.18,0.0,0.0,6.0,0.0,0.0,133.96,0,0,7
515.06,316.171,210.36,134.68,49.19,10.41,237.93,195.49,176.11,0.0,0.51,0.54,0.0,0.0,3.81,46.41,28.61,3.64,134.69,131.26,128.38,7.44,23.26,18.43,0.0,0.0,0.0,188.56,183.14,150.46,88.26,19.98,6.14,93.64,41.56,24.83,2.13,0.0,1.26,184.04,61.54,32.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,372.61,244.69,182.71,16.34,26.98,18.21,340.54,260.33,233.41,42.49,39.59,18.54,399.39,326.91,270.18,23.31,26.38,7.29,188.54,79.49,92.21,0.0,6.81,21.88,211.86,112.69,121.39,614.21,465.28,391.58,0.0,0.0,0.0,2.95,25.66,0.0,0.0,0.0,0.0,250,200,200,0,0,0,0,0,0,1,1,1,1,1,1,677,890.95,792.96,597.68,783.5,0,649.0,958.48,922.1999999999999,1303.1999999999998,3.0,3.0,3.0,833.58,1234.45,1195.87,0,0,0
358.97900000000004,439.52099999999996,294.85,612.08,963.93,639.83,84.84,79.16,49.24,0.0,0.0,0.0,0.0,0.0,0.0,9.91,25.29,30.34,21.46,13.01,8.94,0.0,0.0,0.0,2.64,15.61,6.86,31.38,38.31,39.29,602.16,938.63,609.48,54.34,59.44,37.79,0.0,0.0,0.0,656.51,998.08,647.28,0.0,0.0,0.0,9.04,20.76,9.36,0.0,0.0,0.0,696.94,1057.16,695.94,12.68,16.24,18.71,14.81,4.73,4.73,0.0,0.0,0.0,27.49,20.98,23.44,42.01,13.58,29.13,7.09,10.93,0.4,0.0,0.0,0.0,49.11,24.51,29.53,76.61,51.19,52.98,0.0,0.0,0.0,0.0,5.7,0.0,0.0,0.0,0.0,110,128,144,0,-1,-1,0,0,0,0,0,0,1,-1,-1,537,0.0,0.0,0.0,520.0,0,272.0,50.59,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,1,0,0
345.25,503.865,489.81,45.73,49.69,37.11,331.69,376.48,414.09,0.0,28.74,0.0,0.0,1.13,0.0,4.3,1.83,6.33,21.76,44.54,45.84,0.48,3.23,2.38,0.0,0.0,0.0,26.54,49.61,54.56,41.43,47.86,30.78,295.14,245.84,296.34,14.29,64.43,57.44,350.88,358.14,384.58,0.0,13.21,12.06,0.0,4.06,0.0,0.0,0.0,0.0,377.43,425.04,451.21,12.69,11.81,21.04,18.56,14.53,14.56,65.18,91.14,92.39,96.44,117.49,128.01,12.91,0.48,21.48,158.74,158.36,142.03,53.78,34.03,184.36,225.44,192.88,347.88,328.74,355.64,489.88,0.0,0.0,0.0,6.85,45.26,13.98,0.0,0.0,0.0,110,169,130,0,0,0,0,1,1,0,0,0,1,1,1,3017,0.0,0.0,0.0,561.0,0,936.0,98.34,331.0,389.8,3.0,0.0,0.0,153.01,3.3,0.0,2,0,0
543.726,249.59900000000002,210.535,82.83,42.18,58.24,825.64,331.89,380.96,113.28,78.66,0.0,160.21,87.53,0.0,8.94,21.33,38.13,123.39,63.68,81.63,1.0,2.59,0.0,11.31,0.0,9.95,133.34,87.61,119.76,61.19,16.33,20.11,540.46,178.84,284.81,0.0,3.75,0.0,601.66,198.93,304.93,0.0,0.0,0.0,13.25,0.0,14.51,0.0,0.0,0.0,748.26,286.54,439.21,21.34,37.84,28.34,150.51,65.64,84.11,28.28,2.19,7.16,200.14,105.69,119.63,57.48,1.54,0.26,98.16,77.26,107.59,0.0,14.35,0.59,155.64,93.16,108.46,355.79,198.86,228.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128,110,30,0,0,0,1,1,1,0,0,0,1,1,1,1976,108.61,39.62,65.37,1268.5,0,1390.0,715.1399999999999,1405.98,879.7,0.0,0.0,0.0,0.0,0.03,0.0,3,2,4
425.8,570.215,647.248,95.59,277.38,114.99,501.63,707.14,1105.21,0.28,0.0,0.0,40.08,0.0,0.0,20.16,21.48,59.43,45.76,27.91,116.04,0.0,0.0,3.76,0.0,4.26,0.0,65.93,49.39,179.24,75.31,255.89,55.56,417.29,648.39,985.39,0.0,0.0,0.0,492.61,904.29,1040.96,0.0,0.0,0.0,1.38,39.89,6.26,0.0,0.0,0.0,559.93,993.59,1226.48,0.0,10.26,15.19,3.04,10.79,44.84,0.51,0.43,5.76,3.56,21.49,65.81,0.2,3.64,17.53,8.61,56.34,17.76,0.0,0.0,0.0,8.81,59.99,35.29,12.38,81.49,113.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.54,30,30,50,-1,-1,-1,0,0,0,0,0,0,-1,-1,-1,2270,0.0,0.0,0.0,573.0,0,794.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
668.4789999999999,193.63099999999997,200.465,1084.79,118.23,163.06,83.34,53.31,58.08,0.0,27.23,11.04,0.0,55.16,13.54,1.59,0.0,0.5,19.74,11.98,8.59,13.13,0.0,0.0,0.0,0.0,0.0,34.48,11.98,9.09,1083.19,88.78,156.14,50.46,15.76,41.19,0.0,0.0,0.0,1133.66,104.54,197.34,0.0,0.0,0.0,0.0,0.0,1.15,0.0,0.0,0.0,1168.14,116.53,207.59,5.53,0.58,4.23,33.74,6.31,7.34,21.76,3.36,0.0,61.04,10.26,11.58,13.59,1.61,6.33,12.26,0.0,4.81,0.0,0.0,0.0,25.86,1.61,11.14,86.91,11.88,22.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,50,20,-1,-1,-1,0,0,0,0,0,0,-1,-1,-1,327,0.0,0.0,0.0,511.5,0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
477.38,848.1460000000001,742.0169999999999,248.23,442.43,405.93,766.26,1565.36,1187.76,3.26,2.18,2.54,6.93,6.96,0.0,150.34,264.39,329.91,128.11,245.41,148.81,0.78,1.15,0.0,0.0,0.0,0.0,279.24,510.96,478.73,95.58,175.38,76.01,632.73,1314.48,1038.94,0.0,0.0,0.0,728.31,1489.86,1114.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1007.56,2000.83,1593.69,150.69,242.29,285.81,62.56,170.31,156.84,0.0,0.36,0.3,213.26,412.98,442.96,23.53,0.96,2.11,18.21,44.79,32.38,0.0,0.0,0.0,41.74,45.76,34.49,255.01,458.74,477.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,150,144,0,-1,0,0,0,0,0,0,0,0,-1,0,698,0.0,0.0,0.0,819.5,0,923.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1
79.241,201.62400000000002,119.95700000000001,0.0,0.2,0.0,15.68,26.68,1.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,5.13,11.46,0.0,0.0,0.0,0.0,5.48,9.08,1.33,5.13,11.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.54,17.71,1.33,0.43,0.0,0.0,16.11,29.38,1.33,15.79,17.83,17.38,44.58,54.78,35.23,56.18,47.53,32.46,116.56,120.14,85.08,0.0,1.21,0.0,0.0,1.31,0.0,0.0,0.0,0.0,0.0,2.53,0.0,116.56,124.01,107.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,22.23,17,25,25,0,0,0,0,0,0,0,0,0,1,1,1,1563,0.0,0.0,0.0,1845.0,0,1678.0,296.11,719.11,564.03,0.0,12.0,0.0,46.4,312.39,0.02,4,15,8
355.26300000000003,500.36300000000006,515.659,609.84,835.29,943.43,139.13,110.16,54.41,0.0,0.0,0.0,0.0,0.0,0.0,17.64,24.73,15.98,17.63,3.86,1.93,0.0,0.0,0.0,3.18,14.33,6.94,35.28,28.59,17.91,592.19,810.56,927.44,99.61,85.69,47.08,0.0,0.0,0.0,691.81,896.26,974.53,0.0,0.0,0.0,23.34,22.23,25.44,0.0,0.0,0.0,750.44,947.09,1017.89,36.34,61.43,26.78,48.13,16.08,36.08,0.0,1.05,0.46,84.48,78.56,63.33,0.0,4.09,0.0,3.35,5.78,15.59,0.0,0.0,0.0,3.35,9.88,15.59,87.83,92.26,78.93,0.0,0.0,0.0,0.0,3.81,0.0,0.0,0.0,0.0,25,128,50,0,0,-1,0,0,0,0,0,0,1,1,-1,469,0.0,0.0,0.0,632.0,0,558.0,646.12,1167.46,0.0,0.0,0.0,0.0,26.43,127.39,0.0,2,2,0
1671.746,293.341,0.02,893.71,137.26,0.05,1225.04,125.48,0.0,424.79,89.74,7.61,2125.91,265.54,0.55,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0,2.18,0.0,0.0,1.23,0.0,0.0,0.0,0.0,0.0,3.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,-1,-1,-1,0,0,0,0,0,0,-1,-1,-1,715,0.0,0.0,0.0,1338.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
383.74,398.094,390.30400000000003,46.63,23.51,46.23,198.71,92.28,130.59,0.0,0.0,0.0,0.0,0.0,0.0,46.63,21.41,46.23,162.33,62.64,90.89,16.81,22.14,39.66,0.0,4.88,0.03,225.78,106.21,176.79,0.0,2.1,0.0,2.99,2.46,0.0,0.0,0.0,0.0,2.99,4.56,0.0,0.0,0.13,0.0,16.56,4.88,0.03,0.0,0.0,0.0,245.34,115.79,176.83,54.86,61.93,73.88,155.06,166.81,171.96,499.19,405.01,473.76,709.13,633.76,719.61,0.0,5.58,0.0,0.0,0.25,0.0,5.65,0.0,0.0,5.65,5.83,0.0,714.78,642.33,724.14,0.0,0.0,0.0,0.0,2.73,4.53,0.0,0.0,0.0,145,10,140,0,0,0,0,0,0,1,1,1,1,1,1,3155,286.3,614.01,143.13,676.0,0,804.0,565.7700000000001,936.5699999999999,686.45,3.0,3.0,3.0,433.05000000000007,636.51,635.63,0,0,0
179.08,236.024,182.53400000000002,3.91,8.79,15.63,8.54,30.41,17.31,0.0,0.0,0.0,0.0,0.0,0.0,3.91,8.79,15.63,8.54,29.16,17.31,0.0,0.0,0.0,0.0,0.0,0.0,12.46,37.96,32.94,0.0,0.0,0.0,0.0,1.25,0.0,0.0,0.0,0.0,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.46,39.21,32.94,18.66,21.61,66.11,35.81,22.14,77.49,0.0,0.45,2.48,54.48,44.21,146.09,0.66,0.0,0.0,3.15,7.11,0.0,0.0,0.0,0.0,3.81,7.11,0.0,58.29,51.64,146.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,10,25,50,0,0,0,0,0,0,0,0,0,1,1,1,1738,0.0,0.0,0.0,3948.0,0,5817.0,787.98,1013.18,808.92,0.0,0.0,3.0,7.29,6.6,120.93,10,14,15
336.452,283.557,293.55400000000003,60.88,68.96,81.68,373.03,234.94,212.68,0.0,0.0,0.0,0.0,0.0,0.0,60.88,68.96,81.68,370.96,231.04,208.08,2.06,2.13,4.59,0.0,0.0,0.0,433.91,302.14,294.36,0.0,0.0,0.0,0.0,1.76,0.0,0.0,0.0,0.0,0.0,1.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,433.91,303.91,294.36,90.43,74.66,81.28,210.79,122.64,125.63,2.94,3.06,16.51,304.18,200.38,223.43,2.96,8.28,0.0,2.84,11.39,4.76,0.0,0.0,0.0,5.81,19.68,4.76,309.99,220.06,228.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250,350,250,-1,-1,-1,0,0,0,0,0,0,-1,-1,-1,2810,0.0,0.0,0.0,550.0,0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
339.577,392.751,479.865,21.76,18.76,43.76,256.78,81.89,192.44,0.0,0.0,0.0,0.0,0.0,0.0,21.76,18.76,43.76,70.73,68.91,133.46,0.0,0.0,1.83,0.0,0.0,0.0,92.49,87.68,179.06,0.0,0.0,0.0,180.28,12.98,32.66,0.0,0.0,24.48,180.28,12.98,57.14,0.0,0.0,0.0,5.76,0.0,0.0,0.0,0.0,0.0,278.54,100.66,236.21,33.71,26.53,39.98,102.13,109.28,149.99,6.63,18.69,8.44,142.48,154.51,198.43,0.0,0.0,0.0,1.58,27.21,10.61,4.59,10.33,96.24,6.18,37.54,106.86,159.31,192.06,305.29,0.0,0.0,0.0,10.64,0.0,0.0,0.0,0.0,0.0,110,152,154,0,0,0,1,1,1,0,0,0,1,1,1,1791,1047.82,1211.39,1005.3,1127.0,0,1940.0,1170.07,1417.19,1185.78,0.0,3.0,3.0,0.02,332.36,191.9,0,3,3
50.778999999999996,103.074,-5.0,0.0,0.0,0.0,35.24,3.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.06,3.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.06,3.76,0.0,0.0,0.0,0.0,8.3,0.0,0.0,0.0,0.0,0.0,8.3,0.0,0.0,0.0,0.0,0.0,3.88,0.46,0.0,0.0,0.0,0.0,35.24,4.23,0.0,0.0,0.93,0.0,54.89,102.81,0.0,0.0,0.0,0.0,54.89,103.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.89,103.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,-1,0,0,0,0,0,0,1,1,-1,1335,0.0,0.0,0.0,509.5,0,0.0,243.74,690.55,0.0,0.0,0.0,0.0,0.0,56.57,0.0,1,6,0
508.277,385.20099999999996,304.374,46.33,22.66,59.34,132.63,128.89,75.26,0.0,0.0,0.0,0.0,0.0,0.0,46.33,22.66,59.34,113.54,89.23,73.69,19.08,39.66,1.56,0.0,0.0,0.0,178.96,151.56,134.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178.96,151.56,134.61,41.69,65.31,25.18,85.78,68.03,52.19,15.63,14.28,2.04,143.11,147.63,79.43,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,143.11,147.63,79.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198,252,198,0,0,0,2,0,1,0,1,0,1,1,1,239,0.0,0.0,0.0,1049.0,0,540.0,1158.1,361.3,195.42,0.0,3.0,0.0,-0.04,640.01,0.0,0,0,0
391.67400000000004,469.964,636.364,375.78,130.63,132.13,279.86,635.73,1018.69,0.0,0.0,0.0,0.0,0.0,0.0,6.09,2.05,0.0,20.21,7.29,1.04,0.0,0.0,0.0,4.7,0.0,0.0,26.31,9.34,1.04,369.68,128.58,132.13,254.94,628.43,1017.64,0.0,0.0,0.0,624.63,757.01,1149.78,0.0,0.0,0.0,4.91,0.0,0.0,0.0,0.0,0.0,655.86,766.36,1150.83,2.91,1.36,0.0,26.71,15.29,3.31,0.0,0.0,0.0,29.63,16.66,3.31,47.73,11.68,19.56,27.59,8.49,1.64,0.0,0.0,0.0,75.33,20.18,21.21,104.96,36.84,24.86,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,10,30,30,-1,-1,-1,0,0,0,0,0,0,-1,-1,-1,479,0.0,0.0,0.0,488.0,0,732.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
487.54,360.07,405.885,261.53,123.84,214.09,204.19,160.43,172.09,0.0,0.0,0.0,0.0,0.0,0.0,261.06,121.98,212.56,196.28,159.46,168.79,1.51,0.0,1.35,0.0,0.0,0.0,458.86,281.44,382.71,0.46,1.86,1.53,6.4,0.96,1.95,0.0,0.0,0.0,6.86,2.83,3.48,0.0,0.0,0.0,2.26,4.06,4.44,1.73,0.0,0.0,469.73,288.34,390.64,419.23,361.56,467.08,372.78,219.36,265.34,5.09,0.76,0.21,797.11,581.69,732.64,8.31,0.93,1.76,5.81,1.31,2.69,0.0,8.7,0.0,14.13,10.94,4.46,829.16,595.23,740.73,0.0,0.0,0.0,14.84,2.58,0.0,3.06,0.0,3.61,50,30,30,-1,-1,-1,0,0,0,0,0,0,-1,-1,-1,2021,0.0,0.0,0.0,485.0,0,470.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
442.62199999999996,494.57099999999997,360.94800000000004,52.41,74.11,54.49,218.16,146.49,87.86,0.0,0.0,0.0,0.0,0.0,0.0,46.18,74.11,52.54,209.49,125.86,85.79,0.0,4.99,0.0,0.0,1.91,0.0,255.68,204.98,138.34,6.23,0.0,1.95,8.18,3.21,1.13,0.0,0.0,0.0,14.41,3.21,3.08,0.0,0.0,0.0,0.48,14.33,0.93,0.0,0.0,0.0,270.58,222.53,142.36,26.73,36.81,63.26,118.04,87.19,130.38,10.79,6.58,13.63,155.58,130.59,207.28,1.21,0.0,3.11,10.41,0.0,0.0,0.0,0.0,0.0,11.63,0.0,3.11,170.23,132.46,210.39,0.0,0.0,0.0,3.01,1.86,0.0,0.0,0.0,0.0,110,252,252,0,0,0,0,0,0,1,1,1,1,1,1,2372,683.69,0.0,0.0,779.0,0,634.0,1519.13,661.18,1587.01,3.0,3.0,3.0,636.25,871.53,636.53,0,0,0
748.181,930.058,1015.413,18.06,28.23,13.19,210.23,374.74,331.44,0.0,0.0,0.0,0.0,0.0,0.0,18.06,28.23,13.19,151.33,284.56,203.29,0.0,0.0,0.0,0.0,0.98,0.0,169.39,312.79,216.49,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.68,1.34,0.3,0.68,1.34,58.59,88.51,122.91,0.31,1.81,3.88,0.0,0.0,0.0,228.61,403.81,344.64,42.59,41.14,38.59,232.76,515.28,441.78,14.29,12.41,31.68,289.66,568.84,512.06,0.0,0.0,0.0,0.0,0.0,0.9,0.0,3.56,0.0,0.0,3.56,0.9,343.64,669.58,556.03,0.0,0.0,0.0,53.98,97.16,43.06,0.0,0.0,0.0,10,10,27,0,-1,-1,0,0,0,0,0,0,0,-1,-1,485,0.0,0.0,0.0,1011.0,0,1206.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0
220.675,616.944,655.43,262.94,1126.61,1084.33,14.44,34.23,74.41,64.88,0.0,0.0,0.0,0.0,0.0,6.48,53.58,38.71,7.54,14.03,44.56,0.36,0.11,0.0,18.05,0.0,0.0,14.39,67.73,83.28,256.46,1073.03,1045.61,6.53,20.08,29.84,0.0,0.0,0.0,262.99,1093.11,1075.46,0.0,0.0,0.0,18.05,0.0,0.0,0.0,0.0,0.0,295.44,1160.84,1158.74,18.73,3.51,30.88,21.33,27.59,39.74,9.5,0.51,0.0,49.56,31.63,70.63,8.41,7.19,26.56,16.49,39.81,21.76,0.0,0.0,0.0,24.91,47.01,48.33,74.48,78.64,118.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,0,0,-1,0,0,0,0,0,0,0,0,-1,0,0,838,0.0,0.0,0.0,498.5,0,770.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1
426.726,1345.861,601.33,1.58,1.08,9.34,25.68,52.16,55.18,13.36,0.0,15.64,8.2,0.0,18.03,0.0,0.56,0.33,6.76,17.79,25.54,0.0,0.0,0.0,0.0,0.0,6.35,6.76,18.36,25.88,0.6,0.51,3.61,8.39,26.19,5.26,0.15,0.0,3.4,9.14,26.71,12.28,6.24,12.78,3.0,0.0,0.0,6.35,0.0,0.0,0.0,22.16,57.86,47.51,0.0,3.06,1.71,4.91,25.48,11.56,0.0,5.23,0.46,4.91,33.78,13.74,0.0,0.16,1.08,12.68,54.46,16.93,2.06,4.26,7.94,14.74,58.89,25.96,113.74,195.64,53.44,0.0,0.0,0.0,41.09,102.96,13.73,52.98,0.0,0.0,0,86,455,0,0,0,0,0,0,3,4,2,1,1,1,543,1459.44,1953.07,437.73,4778.5,0,2566.0,3497.4500000000003,4311.639999999999,2609.2,9.0,15.0,6.0,1965.19,2849.98,1167.0,0,2,0
909.306,647.747,615.053,121.83,124.24,170.83,1910.61,1027.03,850.44,0.0,166.31,265.73,0.0,200.43,193.39,48.06,24.91,58.66,182.03,125.56,199.94,1.48,0.0,13.54,0.0,0.0,0.0,231.58,150.48,272.16,73.76,38.31,54.24,1727.09,762.04,501.46,0.0,0.0,0.0,1800.86,800.36,555.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2032.44,950.84,827.88,42.68,14.79,18.28,154.29,95.48,151.46,3.53,0.0,16.26,200.51,110.28,186.01,2.36,0.05,3.94,7.99,7.84,14.58,0.0,0.0,0.0,10.36,7.89,18.53,210.88,118.18,204.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,0,0,0,0,-1,0,0,0,0,0,0,0,1,-1,487,0.0,0.0,0.0,957.5,0,757.0,0.14,0.34,0.0,0.0,0.0,0.0,0.9,0.2,0.0,1,2,0
433.869,261.512,168.792,159.31,64.69,43.73,32.36,17.86,12.58,6.13,51.66,93.63,21.79,50.79,52.13,9.81,3.84,0.0,14.09,2.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.91,6.49,0.0,133.68,19.98,2.13,7.96,5.28,2.05,0.0,0.0,0.0,141.64,25.26,4.18,0.0,0.0,0.0,5.51,19.49,8.56,0.0,0.0,0.0,171.08,51.26,12.74,11.81,2.51,0.33,11.64,11.11,2.9,0.0,0.0,0.33,23.46,13.63,3.56,32.01,4.66,14.13,1.38,0.0,0.69,0.0,0.0,0.0,33.39,4.66,14.83,57.34,18.29,18.39,0.39,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,65,30,25,0,0,0,0,0,0,0,0,0,1,1,1,202,940.65,227.88,187.46,1005.5,0,1100.0,530.1700000000001,662.8299999999999,1935.86,6.0,9.0,0.0,283.09,206.77,2.16,8,9,6
